playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
brenndo01,1933,1,NYA,AL,5,1,18,10,3,0,3,255,92,47,4,47,46,0.27,4.98,,1,0,2,391,6,56,,,
bridgto01,1933,1,DET,AL,14,12,33,28,17,2,2,699,192,80,8,110,120,0.22,3.09,,2,6,1,984,4,102,,,
brownbo02,1933,1,BSN,NL,0,0,5,0,0,0,0,20,6,2,0,3,3,0.25,2.7,,1,0,2,28,3,4,,,
browncl01,1933,1,CLE,AL,11,12,33,23,10,2,1,555,202,70,10,34,47,0.27,3.41,,0,2,0,784,9,83,,,
brownju01,1933,1,NYA,AL,7,5,21,8,1,0,0,222,78,43,3,52,55,0.26,5.23,,2,0,0,349,8,48,,,
brownll01,1933,1,SLA,AL,1,6,8,6,0,0,0,117,57,31,1,17,7,0.35,7.15,,2,0,0,187,2,35,,,
brownll01,1933,2,BOS,AL,8,11,33,21,9,2,1,490,180,73,4,64,37,0.28,4.02,,8,0,0,722,3,93,,,
burkebo01,1933,1,WS1,AL,4,3,25,6,4,1,0,192,64,23,1,31,28,0.25,3.23,,0,2,0,287,6,29,,,
bushgu01,1933,1,CHN,NL,20,12,41,32,20,4,2,777,261,79,9,68,84,0.25,2.75,,6,1,0,1101,8,98,,,
butlech01,1933,1,PHI,NL,0,0,1,0,0,0,0,3,1,1,0,2,0,0.25,9,,0,0,0,6,1,1,,,
cainsu01,1933,1,PHA,AL,13,12,38,32,16,1,1,654,244,103,18,137,43,0.28,4.25,,4,3,0,1030,2,132,,,
campbjo01,1933,1,WS1,AL,0,0,1,0,0,0,0,3,1,0,0,1,0,0.2,0,,0,0,0,6,1,1,,,
cantwbe01,1933,1,BSN,NL,20,10,40,29,18,2,2,764,242,74,12,54,57,0.24,2.62,,4,3,0,1046,9,89,,,
carlete01,1933,1,SLN,NL,17,11,44,33,15,4,3,831,263,104,15,97,147,0.24,3.38,,3,4,0,1168,9,117,,,
carroow01,1933,1,BRO,NL,13,15,33,31,11,0,0,679,248,95,9,54,45,0.28,3.78,,10,7,0,966,0,117,,,
chagnle01,1933,1,PIT,NL,6,4,39,5,1,0,1,300,100,41,2,17,35,0.25,3.69,,4,3,0,416,20,48,,,
chapmed01,1933,1,WS1,AL,0,0,6,1,0,0,0,27,10,8,2,2,4,0.27,8,,0,0,0,39,5,9,,,
clarkwa02,1933,1,BRO,NL,2,4,11,8,4,1,1,152,61,27,2,6,14,0.3,4.8,,0,3,0,215,1,29,,,
clarkwa02,1933,2,NY1,NL,3,4,16,5,0,0,0,132,58,23,3,11,11,0.31,4.7,,0,1,0,199,5,25,,,
clasego01,1933,1,PHA,AL,2,0,8,1,0,0,0,34,23,12,1,11,1,0.42,9.53,,0,0,0,67,3,15,,,
coffmdi01,1933,1,SLA,AL,3,7,21,13,3,1,1,243,114,53,9,39,19,0.32,5.89,,0,2,0,393,5,57,,,
colliph01,1933,1,PHI,NL,8,13,42,13,5,1,6,453,178,69,9,57,40,0.29,4.11,,2,6,0,679,19,79,,,
connasa01,1933,1,CLE,AL,5,3,41,3,1,0,1,309,112,56,4,49,30,0.27,4.89,,1,3,0,468,20,60,,,
coombbo01,1933,1,PHA,AL,0,1,21,0,0,0,2,94,47,26,4,20,8,0.34,7.47,,1,0,0,159,11,30,,,
craghho01,1933,1,CLE,AL,0,0,11,0,0,0,0,52,19,12,1,10,2,0.29,6.23,,0,1,0,79,8,13,,,
crowdal01,1933,1,WS1,AL,24,15,52,35,17,0,4,898,311,132,14,81,110,0.26,3.97,,2,3,0,1268,10,140,,,
deandi01,1933,1,SLN,NL,20,18,48,34,26,3,4,879,279,99,11,64,199,0.25,3.04,,2,5,0,1202,11,113,,,
derripa01,1933,1,SLN,NL,0,2,3,2,1,0,0,51,24,8,0,9,3,0.35,4.24,,1,1,0,84,1,11,,,
derripa01,1933,2,CIN,NL,7,25,33,31,16,2,1,693,240,83,4,51,86,0.27,3.23,,6,5,0,961,2,106,,,
devench01,1933,1,NYA,AL,3,3,14,8,2,0,0,186,59,30,1,50,23,0.25,4.35,,4,0,0,291,6,39,,,
dietrbi01,1933,1,PHA,AL,0,1,8,1,0,0,0,51,13,11,1,19,4,0.23,5.82,,1,0,0,77,3,11,,,
dudlecl01,1933,1,PIT,NL,0,0,1,0,0,0,0,1,6,5,0,1,0,0.85,135,,0,0,0,8,0,5,,,
durhaed01,1933,1,CHA,AL,10,6,24,21,6,0,0,416,137,69,12,46,65,0.25,4.48,,2,5,1,596,1,74,,,
earnsge01,1933,1,PHA,AL,5,10,21,18,4,0,0,353,153,78,8,58,37,0.31,5.97,,3,1,0,559,2,93,,,
ellioju01,1933,1,PHI,NL,6,10,35,21,6,0,2,485,188,69,8,49,43,0.29,3.84,,5,3,1,705,10,89,,,
faberre01,1933,1,CHA,AL,3,4,36,2,0,0,5,259,92,33,2,28,18,0.27,3.44,,3,1,0,376,24,41,,,
falleed01,1933,1,BSN,NL,2,1,9,4,1,1,0,105,43,14,1,13,5,0.3,3.6,,0,1,0,157,2,23,,,
ferrewe01,1933,1,CLE,AL,11,12,28,26,16,1,0,603,225,94,8,70,41,0.28,4.21,,1,2,0,886,2,108,,,
fischca01,1933,1,DET,AL,11,15,35,22,9,0,3,548,176,72,5,84,93,0.25,3.55,,4,3,0,800,6,88,,,
fitzsfr01,1933,1,NY1,NL,16,11,36,35,13,1,0,755,243,81,14,72,65,0.25,2.9,,2,2,0,1055,1,106,,,
frankfr02,1933,1,BSN,NL,16,15,43,30,14,2,2,734,249,86,12,77,83,0.26,3.16,,2,3,0,1036,11,97,,,
frasivi01,1933,1,CHA,AL,1,1,10,1,0,0,0,61,32,20,2,11,4,0.36,8.85,,0,0,0,101,5,22,,,
frasivi01,1933,2,DET,AL,5,5,20,14,4,0,0,313,129,77,9,59,26,0.31,6.64,,3,1,2,486,2,85,,,
freitto01,1933,1,PHA,AL,2,4,19,9,2,0,1,193,90,52,8,24,15,0.33,7.27,,2,2,1,297,8,56,,,
frencla01,1933,1,PIT,NL,18,13,47,35,21,5,1,874,290,88,9,55,88,0.25,2.72,,1,5,0,1209,10,106,,,
freybe01,1933,1,CIN,NL,6,4,37,9,1,1,0,396,144,56,4,21,12,0.28,3.82,,3,0,0,548,21,67,,,
fullecu01,1933,1,BOS,AL,0,2,6,2,2,0,0,76,36,24,1,13,10,0.36,8.53,,0,1,0,116,3,24,,,
gastomi01,1933,1,CHA,AL,8,12,30,25,7,1,0,501,177,90,9,60,39,0.27,4.85,,3,1,0,723,2,106,,,
gomezle01,1933,1,NYA,AL,16,10,35,30,14,4,2,704,218,83,16,106,163,0.24,3.18,,6,0,0,1027,3,108,,,
grabore01,1933,1,PHI,NL,1,3,10,5,4,1,0,144,38,13,4,10,9,0.22,2.44,,0,1,0,187,2,13,,,
graydo02,1933,1,SLA,AL,7,4,38,6,0,0,4,336,131,51,7,45,36,0.3,4.1,,3,1,0,490,21,55,,,
gregopa01,1933,1,CHA,AL,4,11,23,17,5,0,0,311,124,57,10,47,18,0.29,4.95,,4,1,0,476,4,75,,,
grimebu01,1933,1,CHN,NL,3,6,17,7,3,1,3,209,71,27,2,29,12,0.27,3.49,,3,1,0,296,6,29,,,
grimebu01,1933,2,SLN,NL,0,1,4,3,0,0,1,41,15,8,1,8,4,0.26,5.27,,1,1,0,67,1,13,,,
grovele01,1933,1,PHA,AL,24,8,45,28,21,2,6,826,280,98,12,83,114,0.26,3.2,,1,4,0,1173,16,113,,,
hadlebu01,1933,1,SLA,AL,15,20,45,36,19,2,3,950,309,138,17,141,149,0.25,3.92,,8,3,0,1365,8,152,,,
haidha01,1933,1,CHA,AL,0,0,6,0,0,0,0,44,18,13,2,13,7,0.31,7.98,,0,2,0,76,3,15,,,
haineje01,1933,1,SLN,NL,9,6,32,10,5,0,1,346,113,32,3,37,37,0.25,2.5,,3,1,0,498,14,46,,,
hallabi01,1933,1,SLN,NL,16,13,36,32,16,2,0,733,245,95,6,98,93,0.26,3.5,,8,0,1,1061,1,114,,,
hamlilu01,1933,1,DET,AL,1,0,3,3,0,0,0,50,20,9,3,10,10,0.29,4.86,,0,0,0,80,0,11,,,
hansesn01,1933,1,PHI,NL,6,14,32,22,8,0,1,505,199,83,12,30,47,0.29,4.44,,6,4,0,727,4,103,,,
hardeme01,1933,1,CLE,AL,15,17,43,31,14,2,4,759,254,83,10,67,81,0.25,2.95,,2,3,0,1073,10,113,,,
harribi01,1933,1,PIT,NL,4,4,31,0,0,0,5,176,68,21,1,14,19,0.28,3.22,,1,1,0,257,19,28,,,
heberwa01,1933,1,SLA,AL,4,6,33,10,3,0,0,265,114,52,4,35,19,0.3,5.3,,0,1,0,409,13,58,,,
heimafr01,1933,1,BRO,NL,0,1,10,3,0,0,0,89,49,33,2,11,7,0.37,10.01,,0,2,0,148,3,33,,,
henshro01,1933,1,CHN,NL,2,1,21,0,0,0,0,116,32,18,0,20,16,0.23,4.19,,2,2,0,163,10,22,,,
herriar01,1933,1,DET,AL,1,2,24,3,1,0,0,183,61,26,6,20,20,0.26,3.84,,0,1,0,258,10,34,,,
herrmle01,1933,1,CHN,NL,0,1,9,1,0,0,1,63,26,13,3,8,4,0.29,5.57,,3,4,0,103,5,19,,,
hevinjo02,1933,1,CHA,AL,7,5,40,6,3,1,6,354,113,35,6,27,47,0.24,2.67,,1,2,0,491,20,50,,,
hildeor01,1933,1,CLE,AL,16,11,36,31,15,6,0,661,205,92,8,88,90,0.24,3.76,,5,1,0,936,2,110,,,
hogsech01,1933,1,DET,AL,6,10,45,2,0,0,9,348,137,58,7,56,39,0.29,4.5,,0,4,0,532,34,78,,,
holleed01,1933,1,PHI,NL,13,15,30,28,12,3,0,620,219,81,18,62,56,0.27,3.53,,3,13,0,896,0,93,,,
hoytwa01,1933,1,PIT,NL,5,7,36,8,4,1,4,351,118,38,3,19,44,0.26,2.92,,1,1,1,478,14,45,,,
hubbeca01,1933,1,NY1,NL,23,12,45,33,22,10,5,926,256,57,6,47,156,0.22,1.66,,3,3,0,1206,11,69,,,
hudliwi01,1933,1,CLE,AL,5,13,34,17,6,0,1,442,161,65,7,61,44,0.27,3.97,,1,3,2,660,9,85,,,
hutchir01,1933,1,CHA,AL,0,0,1,1,0,0,0,12,7,6,1,3,2,0.36,13.5,,1,0,0,22,0,6,,,
jacksjo02,1933,1,PHI,NL,2,2,10,7,1,0,0,162,74,36,3,35,11,0.32,6,,1,5,2,267,1,42,,,
johnsha01,1933,1,BOS,AL,8,6,25,21,7,0,1,466,156,70,13,74,65,0.26,4.06,,6,3,0,685,1,84,,,
johnssi01,1933,1,CIN,NL,7,18,34,28,14,4,1,634,212,82,7,54,51,0.26,3.49,,2,3,1,888,2,101,,,
johnssy01,1933,1,SLN,NL,3,3,35,1,0,0,3,252,89,40,7,16,28,0.27,4.29,,2,3,0,354,24,45,,,
jonessa01,1933,1,CHA,AL,10,12,27,25,11,2,0,530,181,66,13,65,60,0.26,3.36,,5,4,0,760,1,80,,,
kimsech01,1933,1,CHA,AL,4,1,28,2,0,0,0,288,124,59,7,36,19,0.31,5.53,,0,4,0,440,12,67,,,
klinebo01,1933,1,BOS,AL,7,8,46,8,1,0,4,381,127,64,5,67,16,0.26,4.54,,2,6,0,565,21,70,,,
knottja01,1933,1,SLA,AL,1,8,20,9,0,0,0,248,88,46,11,33,19,0.26,5.01,,1,2,1,369,9,51,,,
kolpra01,1933,1,CIN,NL,6,9,30,14,4,0,3,451,168,59,7,23,28,0.29,3.53,,2,1,0,614,11,73,,,
kremera01,1933,1,PIT,NL,1,0,7,0,0,0,0,60,36,23,2,9,4,0.38,10.35,,0,0,0,104,0,26,,,
lawsoro01,1933,1,DET,AL,0,1,4,2,0,0,0,48,17,13,2,17,6,0.27,7.31,,0,0,0,80,1,16,,,
leeth01,1933,1,CLE,AL,1,1,3,2,2,0,0,52,13,8,1,11,7,0.2,4.15,,0,0,0,75,0,9,,,
leonadu02,1933,1,BRO,NL,2,3,10,3,2,0,0,120,42,13,0,10,6,0.26,2.93,,2,0,0,173,5,17,,,
lindsji01,1933,1,SLN,NL,0,0,1,0,0,0,0,6,2,1,0,1,1,0.28,4.5,,0,0,0,8,1,1,,,
linkeed01,1933,1,WS1,AL,1,0,3,2,0,0,0,48,15,9,0,11,6,0.25,5.06,,1,0,0,72,0,10,,,
liskaad01,1933,1,PHI,NL,3,1,45,1,0,0,1,227,96,38,5,26,23,0.31,4.52,,1,0,0,344,25,46,,,
lucasra01,1933,1,BRO,NL,0,0,2,0,0,0,0,15,6,4,0,4,0,0.31,7.2,,1,1,0,25,2,4,,,
lucasre01,1933,1,CIN,NL,10,16,29,29,21,3,0,659,248,83,13,18,40,0.28,3.4,,1,2,1,902,0,106,,,
luquedo01,1933,1,NY1,NL,8,2,35,0,0,0,4,241,75,24,4,19,23,0.25,2.69,,0,0,0,327,22,27,,,
lyonste01,1933,1,CHA,AL,10,21,36,27,14,2,1,684,260,111,10,74,74,0.28,4.38,,10,0,0,1016,9,142,,,
macfada01,1933,1,NYA,AL,3,2,25,6,2,0,0,271,120,59,8,37,28,0.31,5.88,,1,2,0,422,7,62,,,
mahafro01,1933,1,PHA,AL,13,10,33,23,9,0,0,538,198,103,5,74,66,0.27,5.17,,2,4,0,813,4,114,,,
malonpa02,1933,1,CHN,NL,10,14,31,26,13,2,0,559,186,81,10,59,72,0.25,3.91,,3,5,0,797,3,91,,,
mangule01,1933,1,BSN,NL,4,3,25,5,2,1,0,252,93,31,2,11,28,0.28,3.32,,0,0,0,352,10,33,,,
marbefi01,1933,1,DET,AL,16,11,37,32,15,1,2,715,232,87,13,61,84,0.25,3.29,,1,1,1,990,5,98,,,
marcujo01,1933,1,PHA,AL,3,2,5,5,4,2,0,111,28,8,0,20,14,0.2,1.95,,1,0,1,161,0,12,,,
mcafebi01,1933,1,WS1,AL,3,2,27,1,0,0,5,159,64,39,3,21,14,0.29,6.62,,2,1,0,245,15,40,,,
mccolal01,1933,1,WS1,AL,1,0,4,1,1,0,0,51,13,5,0,7,5,0.21,2.65,,0,0,0,69,0,5,,,
mcdonha01,1933,1,PHA,AL,1,1,4,1,0,0,0,37,14,7,0,4,1,0.26,5.11,,2,0,0,58,0,12,,,
mcdonha01,1933,2,SLA,AL,0,4,25,5,0,0,0,175,83,56,6,34,22,0.33,8.64,,7,3,0,294,12,59,,,
mckeiti01,1933,1,PHA,AL,1,0,3,1,0,0,0,27,10,4,0,4,3,0.27,4,,0,0,0,41,2,4,,,
mclauju01,1933,1,BOS,AL,0,0,6,0,0,0,0,26,14,6,1,5,1,0.35,6.23,,0,0,0,44,3,7,,,
meinehe01,1933,1,PIT,NL,15,8,32,29,12,2,0,622,227,84,10,50,50,0.27,3.65,,2,2,1,888,2,99,,,
meolami01,1933,1,BOS,AL,0,0,3,0,0,0,0,7,5,6,0,2,1,0.41,23.14,,0,0,0,14,3,6,,,
milleja02,1933,1,CHA,AL,5,6,26,14,4,2,0,317,130,66,3,47,30,0.29,5.62,,0,6,0,498,5,75,,,
mooneji01,1933,1,SLN,NL,2,5,21,8,2,0,1,232,87,32,1,26,14,0.29,3.72,,1,0,0,329,6,36,,,
moorecy01,1933,1,PHI,NL,8,9,36,18,9,3,1,484,177,67,7,42,53,0.27,3.74,,4,3,1,690,12,74,,,
moorewi01,1933,1,NYA,AL,5,6,35,0,0,0,8,186,92,38,1,20,17,0.33,5.52,,1,0,0,298,26,53,,,
mungova01,1933,1,BRO,NL,16,15,41,28,18,3,0,744,223,75,7,84,110,0.23,2.72,,7,0,0,1047,8,89,,,
murrage01,1933,1,CHA,AL,0,0,2,0,0,0,0,7,3,2,0,2,0,0.37,7.71,,0,0,0,11,1,2,,,
nekolbo01,1933,1,DET,AL,0,0,2,0,0,0,0,4,4,4,1,1,0,0.5,27,,0,0,0,9,1,4,,,
nelsoly01,1933,1,CHN,NL,5,5,24,3,3,0,1,227,65,27,2,30,20,0.23,3.21,,4,0,0,323,15,34,,,
parmero01,1933,1,NY1,NL,13,8,32,32,14,3,0,655,191,77,9,77,132,0.23,3.17,,14,14,0,924,0,94,,,
pearcfr02,1933,1,PHI,NL,5,4,20,7,3,1,0,246,78,33,5,29,18,0.25,3.62,,0,0,0,349,7,41,,,
pearsmo01,1933,1,CLE,AL,10,5,19,16,10,0,0,406,111,35,5,55,54,0.22,2.33,,2,0,0,561,3,45,,,
pennohe01,1933,1,NYA,AL,7,4,23,5,2,1,4,195,96,40,4,21,22,0.34,5.54,,4,0,0,306,10,46,,,
peterji01,1933,1,PHA,AL,2,5,32,5,0,0,0,272,114,50,6,36,18,0.3,4.96,,4,0,0,422,12,65,,,
pickrcl01,1933,1,PHI,NL,1,0,9,0,0,0,0,41,20,6,0,3,6,0.35,3.95,,0,1,0,61,4,7,,,
pipgrge01,1933,1,NYA,AL,2,2,4,4,3,0,0,99,32,12,1,12,14,0.25,3.27,,0,0,0,143,0,13,,,
pipgrge01,1933,2,BOS,AL,9,8,22,17,9,2,1,385,140,58,5,45,56,0.27,4.07,,0,2,0,560,4,65,,,
primra01,1933,1,WS1,AL,0,1,2,1,0,0,0,43,13,5,0,2,6,0.23,3.14,,0,0,0,59,0,6,,,
quinnja01,1933,1,CIN,NL,0,1,14,0,0,0,1,47,20,7,0,5,3,0.32,4.02,,0,0,0,71,9,9,,,
raglafr01,1933,1,PHI,NL,0,4,11,5,0,0,0,115,51,29,1,10,4,0.31,6.81,,2,1,0,175,5,32,,,
rhemfl01,1933,1,PHI,NL,5,14,28,19,3,0,2,375,182,92,10,33,27,0.34,6.62,,4,2,0,582,5,109,,,
rhodego01,1933,1,BOS,AL,12,15,34,29,14,0,0,696,242,104,13,93,85,0.26,4.03,,1,1,0,1019,3,126,,,
richmbe01,1933,1,CHN,NL,0,0,4,0,0,0,0,14,10,1,0,2,2,0.45,1.93,,0,0,0,25,3,1,,,
rixeyep01,1933,1,CIN,NL,6,3,16,12,5,1,0,283,118,33,1,12,10,0.29,3.15,,1,0,0,417,3,48,,,
rootch01,1933,1,CHN,NL,15,10,35,30,20,2,0,727,232,70,14,61,86,0.25,2.6,,3,10,0,1008,4,85,,,
rowesc01,1933,1,DET,AL,7,4,19,15,8,1,0,370,129,49,7,31,75,0.26,3.58,,3,1,1,521,3,60,,,
royem01,1933,1,PHA,AL,0,1,1,1,0,0,0,7,4,7,0,4,3,0.36,27,,0,1,0,15,0,7,,,
ruffire01,1933,1,NYA,AL,9,14,35,28,18,0,3,705,230,102,7,93,122,0.25,3.91,,0,4,0,1006,7,118,,,
russeja01,1933,1,WS1,AL,12,6,50,3,2,0,13,372,119,37,3,32,28,0.25,2.69,,1,1,1,507,31,45,,,
ruthba01,1933,1,NYA,AL,1,0,1,1,1,0,0,27,12,5,0,3,0,0.3,5,,0,0,0,42,0,5,,,
ryanro01,1933,1,BRO,NL,1,1,30,0,0,0,2,184,69,31,3,16,22,0.27,4.55,,0,3,0,276,20,38,,,
salveja01,1933,1,NY1,NL,0,2,8,2,2,0,0,92,30,13,4,14,8,0.25,3.82,,1,0,1,134,4,17,,,
schumha02,1933,1,NY1,NL,19,12,35,33,21,7,1,776,199,62,9,84,96,0.21,2.16,,4,1,0,1028,1,71,,,
seiboso01,1933,1,BSN,NL,1,4,11,5,1,0,1,110,43,15,0,14,10,0.29,3.68,,0,0,0,164,5,18,,,
shautjo01,1933,1,BRO,NL,3,4,41,4,0,0,2,325,125,42,4,31,26,0.28,3.49,,6,1,1,477,21,63,,,
shorebi01,1933,1,NY1,NL,2,1,8,3,1,0,0,110,41,16,4,14,20,0.29,3.93,,2,0,0,159,3,18,,,
smithbo02,1933,1,CIN,NL,4,4,16,6,4,0,0,221,75,18,3,11,18,0.26,2.2,,1,0,0,303,7,27,,,
smithbo02,1933,2,BSN,NL,4,3,14,4,3,1,1,176,68,21,3,7,16,0.29,3.22,,0,0,0,243,9,24,,,
smithha07,1933,1,PIT,NL,8,7,28,19,8,2,1,435,149,46,5,31,40,0.26,2.86,,1,5,0,612,6,66,,,
sorrevi01,1933,1,DET,AL,11,15,36,28,13,1,1,698,233,98,18,78,75,0.26,3.79,,1,2,0,999,5,112,,,
spencgl01,1933,1,NY1,NL,0,2,17,3,1,0,0,142,52,27,3,26,14,0.28,5.13,,3,1,0,216,5,33,,,
starrra01,1933,1,NY1,NL,0,1,6,2,0,0,0,40,19,8,0,10,2,0.33,5.4,,0,1,0,69,3,11,,,
starrra01,1933,2,BSN,NL,0,1,9,1,0,0,0,84,32,12,4,9,15,0.29,3.86,,3,1,0,121,3,15,,,
stewale01,1933,1,WS1,AL,15,6,34,31,11,1,0,692,227,98,19,60,69,0.25,3.82,,0,1,0,957,0,116,,,
stilero01,1933,1,SLA,AL,3,7,31,9,6,1,1,345,154,64,4,47,29,0.32,5.01,,1,2,0,532,13,83,,,
stoutal01,1933,1,SLN,NL,0,0,1,0,0,0,0,6,1,0,0,1,1,0.16,0,,1,0,0,7,1,0,,,
stoutal01,1933,2,CIN,NL,2,3,23,5,2,0,0,214,85,30,3,26,29,0.29,3.79,,3,0,0,317,13,36,,,
swetost01,1933,1,PIT,NL,12,12,31,21,8,3,0,494,166,64,10,64,37,0.26,3.5,,4,2,0,711,6,78,,,
swiftbi01,1933,1,PIT,NL,14,10,37,29,13,2,0,655,214,76,11,36,64,0.25,3.13,,1,4,0,910,6,96,,,
thomabu01,1933,1,WS1,AL,0,0,2,0,0,0,0,12,11,7,1,2,1,0.55,15.75,,0,1,0,23,2,8,,,
thomato02,1933,1,WS1,AL,7,7,35,14,2,0,3,405,149,72,9,49,35,0.27,4.8,,3,2,0,607,13,87,,,
thurssl01,1933,1,BRO,NL,6,8,32,15,5,0,3,394,171,66,4,34,22,0.31,4.52,,5,6,0,591,14,70,,,
tietjle01,1933,1,CHA,AL,2,0,3,3,1,0,0,67,16,6,1,15,9,0.2,2.42,,0,0,0,95,0,8,,,
tinnibu01,1933,1,CHN,NL,13,6,32,21,10,3,1,526,169,62,3,60,59,0.25,3.18,,2,4,1,737,3,73,,,
uhlege01,1933,1,DET,AL,0,0,1,0,0,0,0,2,2,2,1,0,1,0.5,27,,0,0,0,4,1,2,,,
uhlege01,1933,2,NY1,NL,1,1,6,1,0,0,0,41,16,12,1,6,4,0.3,7.9,,1,0,0,61,3,12,,,
uhlege01,1933,3,NYA,AL,6,1,12,6,4,0,0,183,63,35,4,20,26,0.25,5.16,,1,3,0,268,4,42,,,
vanatru01,1933,1,NYA,AL,12,4,26,22,10,2,1,471,160,73,8,63,76,0.26,4.18,,3,1,0,687,3,81,,,
vanceda01,1933,1,SLN,NL,6,2,28,11,2,0,3,297,105,39,3,28,67,0.26,3.55,,3,1,0,427,8,42,,,
walberu01,1933,1,PHA,AL,9,13,40,20,10,1,4,603,224,109,12,95,68,0.27,4.88,,5,1,0,920,15,132,,,
walkebi01,1933,1,SLN,NL,9,10,29,20,6,2,0,474,168,60,8,67,41,0.27,3.42,,1,1,0,694,4,71,,,
warnelo01,1933,1,CHN,NL,18,13,36,34,26,4,1,862,262,64,8,75,133,0.24,2,,6,3,0,1175,1,83,,,
weavemo01,1933,1,WS1,AL,10,5,23,21,12,1,0,457,147,55,3,53,45,0.25,3.25,,0,1,1,630,1,57,,,
weilabo01,1933,1,BOS,AL,8,14,39,27,12,0,3,649,197,93,19,100,97,0.24,3.87,,1,5,1,933,9,107,,,
welchjo01,1933,1,BOS,AL,4,9,47,7,1,0,3,387,142,66,6,67,68,0.28,4.6,,1,2,0,586,30,81,,,
wellsed01,1933,1,SLA,AL,6,14,36,22,10,0,1,611,230,95,13,63,58,0.27,4.2,,1,1,0,907,12,113,,,
whiteea01,1933,1,WS1,AL,22,8,39,37,19,2,1,810,271,100,9,100,96,0.26,3.33,,6,4,0,1149,1,112,,,
winstha01,1933,1,PHA,AL,0,0,1,0,0,0,0,20,7,5,0,6,2,0.28,6.75,,1,0,0,32,1,5,,,
wyattwh01,1933,1,DET,AL,0,1,10,0,0,0,0,51,20,8,1,9,9,0.29,4.24,,1,2,1,81,6,9,,,
wyattwh01,1933,2,CHA,AL,3,4,26,7,2,0,1,263,91,45,7,45,31,0.26,4.62,,2,2,0,397,11,51,,,
yerkeca01,1933,1,CHN,NL,0,0,1,0,0,0,0,6,2,1,0,1,0,0.28,4.5,,0,0,0,9,1,1,,,
zachato01,1933,1,BSN,NL,7,9,26,20,6,2,2,375,134,49,1,35,22,0.27,3.53,,0,0,0,533,2,64,,,
